month,department_id,account_id,actual,budget,forecast,account_name,account_category,statement_line,favorable_direction,is_revenue,is_cogs,is_opex,is_expense,oi_sign,var_ab_amount,oi_impact_ab,favorable_ab,var_ab_pct,ab_pct_meaningful,var_af_amount,oi_impact_af,favorable_af,var_af_pct,actual_mom_amount,actual_mom_pct,fiscal_year,month_number,actual_ytd,budget_ytd,var_ab_ytd_amount,oi_impact_ytd,group_total_oi_impact_ab,contribution_to_oi_co,materiality_rank_co,contribution_to_oi_ab,materiality_rank
2024-11-01,GA,GA_INS,22600.0,22600.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00266,2024,11,245300.0,245300.0,0.0,-0.0,-3456.13,0.0,22,0.0,5
2024-12-01,GA,GA_INS,22660.0,22660.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00265,2024,12,267960.0,267960.0,0.0,-0.0,-1813.97,0.0,22,0.0,5
2025-01-01,GA,GA_INS,22720.0,22720.0,22720.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00265,2025,1,22720.0,22720.0,0.0,-0.0,-3330.06,0.0,21,0.0,5
2025-02-01,GA,GA_INS,22780.0,22780.0,22780.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00264,2025,2,45500.0,45500.0,0.0,-0.0,-2306.58,0.0,21,0.0,5
2025-03-01,GA,GA_INS,22840.0,22840.0,22840.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00263,2025,3,68340.0,68340.0,0.0,-0.0,-2836.88,0.0,21,0.0,5
2025-04-01,GA,GA_INS,22900.0,22900.0,22900.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00263,2025,4,91240.0,91240.0,0.0,-0.0,-1950.53,0.0,21,0.0,5
2025-05-01,GA,GA_INS,22960.0,22960.0,22960.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00262,2025,5,114200.0,114200.0,0.0,-0.0,-3796.78,0.0,21,0.0,5
2025-06-01,GA,GA_INS,23020.0,23020.0,23020.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00261,2025,6,137220.0,137220.0,0.0,-0.0,-117376.29,0.0,21,0.0,5
2025-07-01,GA,GA_INS,23080.0,23080.0,23080.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00261,2025,7,160300.0,160300.0,0.0,-0.0,-118866.58,0.0,21,0.0,5
2025-08-01,GA,GA_INS,23140.0,23140.0,23140.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.0026,2025,8,183440.0,183440.0,0.0,-0.0,-4623.63,0.0,21,0.0,5
2025-09-01,GA,GA_INS,23200.0,23200.0,23200.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00259,2025,9,206640.0,206640.0,0.0,-0.0,-3048.64,0.0,21,0.0,5
2025-10-01,GA,GA_INS,23260.0,23260.0,23260.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00259,2025,10,229900.0,229900.0,0.0,-0.0,-6116.42,0.0,21,0.0,5
2025-11-01,GA,GA_INS,23320.0,23320.0,23320.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00258,2025,11,253220.0,253220.0,0.0,-0.0,-9472.3,0.0,21,0.0,5
2025-12-01,GA,GA_INS,23380.0,23380.0,23380.0,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00257,2025,12,276600.0,276600.0,0.0,-0.0,-8761.33,0.0,21,0.0,5
2024-01-01,GA,GA_LEGAL,45089.72,45000.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,89.72,-89.72,False,0.00199,True,,,,,,,2024,1,45089.72,45000.0,89.72,-89.72,1141.1,-0.01309,14,-0.07863,2
2024-02-01,GA,GA_LEGAL,46127.3,45200.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,927.3,-927.3,False,0.02052,True,,,,,1037.58,0.02301,2024,2,91217.02,90200.0,1017.02,-1017.02,-1423.02,0.32521,7,0.65164,1
2024-03-01,GA,GA_LEGAL,45493.04,45400.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,93.04,-93.04,False,0.00205,True,,,,,-634.26,-0.01375,2024,3,136710.06,135600.0,1110.06,-1110.06,583.49,0.00807,14,-0.15945,2
2024-04-01,GA,GA_LEGAL,46514.96,45600.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,914.96,-914.96,False,0.02006,True,,,,,1021.92,0.02246,2024,4,183225.02,181200.0,2025.02,-2025.02,-1332.85,0.86166,7,0.68647,1
2024-05-01,GA,GA_LEGAL,46066.16,45800.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,266.16,-266.16,False,0.00581,True,,,,,-448.8,-0.00965,2024,5,229291.18,227000.0,2291.18,-2291.18,-3784.8,0.38814,13,0.07032,2
2024-06-01,GA,GA_LEGAL,46889.96,46000.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,889.96,-889.96,False,0.01935,True,,,,,823.8,0.01788,2024,6,276181.14,273000.0,3181.14,-3181.14,-2156.93,-0.16188,9,0.4126,2
2024-07-01,GA,GA_LEGAL,46238.0,46200.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,38.0,-38.0,False,0.00082,True,,,,,-651.96,-0.0139,2024,7,322419.14,319200.0,3219.14,-3219.14,258.42,0.00076,16,-0.14705,2
2024-08-01,GA,GA_LEGAL,44360.59,46400.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-2039.41,2039.41,True,-0.04395,True,,,,,-1877.41,-0.0406,2024,8,366779.73,365600.0,1179.73,-1179.73,408.64,-0.05126,9,4.99073,1
2024-09-01,GA,GA_LEGAL,45903.48,46600.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-696.52,696.52,True,-0.01495,True,,,,,1542.89,0.03478,2024,9,412683.21,412200.0,483.21,-483.21,-1800.0,-0.02353,13,-0.38696,2
2024-10-01,GA,GA_LEGAL,46745.12,46800.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-54.88,54.88,True,-0.00117,True,,,,,841.64,0.01833,2024,10,459428.33,459000.0,428.33,-428.33,-1154.8,-0.00148,16,-0.04752,2
2024-11-01,GA,GA_LEGAL,48974.07,47000.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,1974.07,-1974.07,False,0.042,True,,,,,2228.95,0.04768,2024,11,508402.4,506000.0,2402.4,-2402.4,-3456.13,0.03883,8,0.57118,1
2024-12-01,GA,GA_LEGAL,46339.81,47200.0,,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-860.19,860.19,True,-0.01822,True,,,,,-2634.26,-0.05379,2024,12,554742.21,553200.0,1542.21,-1542.21,-1813.97,-0.01546,12,-0.4742,2
2025-01-01,GA,GA_LEGAL,47799.45,47400.0,47400.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,399.45,-399.45,False,0.00843,True,399.45,-399.45,0.0,0.00843,1459.64,0.0315,2025,1,47799.45,47400.0,399.45,-399.45,-3330.06,0.00258,14,0.11995,2
2025-02-01,GA,GA_LEGAL,47520.59,47600.0,47600.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-79.41,79.41,True,-0.00167,True,-79.41,79.41,1.0,-0.00167,-278.86,-0.00583,2025,2,95320.04,95000.0,320.04,-320.04,-2306.58,-0.00047,17,-0.03443,2
2025-03-01,GA,GA_LEGAL,47191.52,47800.0,47800.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-608.48,608.48,True,-0.01273,True,-608.48,608.48,1.0,-0.01273,-329.07,-0.00692,2025,3,142511.56,142800.0,-288.44,288.44,-2836.88,-0.00279,17,-0.21449,2
2025-04-01,GA,GA_LEGAL,45794.69,48000.0,48000.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-2205.31,2205.31,True,-0.04594,True,-2205.31,2205.31,1.0,-0.04594,-1396.83,-0.0296,2025,4,188306.25,190800.0,-2493.75,2493.75,-1950.53,-0.00991,13,-1.13062,2
2025-05-01,GA,GA_LEGAL,48005.77,48200.0,48200.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-194.23,194.23,True,-0.00403,True,-194.23,194.23,1.0,-0.00403,2211.08,0.04828,2025,5,236312.02,239000.0,-2687.98,2687.98,-3796.78,-0.00098,17,-0.05116,2
2025-06-01,GA,GA_LEGAL,161716.2,48400.0,77440.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,113316.2,-113316.2,False,2.34124,True,84276.2,-84276.2,0.0,1.08828,113710.43,2.36868,2025,6,398028.22,287400.0,110628.22,-110628.22,-117376.29,0.33191,1,0.96541,1
2025-07-01,GA,GA_LEGAL,162423.03,48600.0,77760.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,113823.03,-113823.03,False,2.34204,True,84663.03,-84663.03,0.0,1.08877,706.83,0.00437,2025,7,560451.25,336000.0,224451.25,-224451.25,-118866.58,0.30308,1,0.95757,1
2025-08-01,GA,GA_LEGAL,48773.65,48800.0,48800.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-26.35,26.35,True,-0.00054,True,-26.35,26.35,1.0,-0.00054,-113649.38,-0.69971,2025,8,609224.9,384800.0,224424.9,-224424.9,-4623.63,-0.0001,17,-0.0057,2
2025-09-01,GA,GA_LEGAL,48254.69,49000.0,49000.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-745.31,745.31,True,-0.01521,True,-745.31,745.31,1.0,-0.01521,-518.96,-0.01064,2025,9,657479.59,433800.0,223679.59,-223679.59,-3048.64,-0.00262,14,-0.24447,2
2025-10-01,GA,GA_LEGAL,48864.62,49200.0,49200.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,-335.38,335.38,True,-0.00682,True,-335.38,335.38,1.0,-0.00682,609.93,0.01264,2025,10,706344.21,483000.0,223344.21,-223344.21,-6116.42,-0.00111,17,-0.05483,2
2025-11-01,GA,GA_LEGAL,50405.38,49400.0,49400.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,1005.38,-1005.38,False,0.02035,True,1005.38,-1005.38,0.0,0.02035,1540.76,0.03153,2025,11,756749.59,532400.0,224349.59,-224349.59,-9472.3,0.00318,16,0.10614,2
2025-12-01,GA,GA_LEGAL,50389.47,49600.0,49600.0,Legal & Professional Fees,Legal & Professional,Operating Expenses,lower,0,0,1,1,-1,789.47,-789.47,False,0.01592,True,789.47,-789.47,0.0,0.01592,-15.91,-0.00032,2025,12,807139.06,582000.0,225139.06,-225139.06,-8761.33,0.00234,17,0.09011,2
2024-01-01,GA,GA_SAL,186269.18,187500.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-1230.82,1230.82,True,-0.00656,True,,,,,,,2024,1,186269.18,187500.0,-1230.82,1230.82,1141.1,0.17964,5,1.07863,1
2024-02-01,GA,GA_SAL,187995.72,187500.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,495.72,-495.72,False,0.00264,True,,,,,1726.54,0.00927,2024,2,374264.9,375000.0,-735.1,735.1,-1423.02,0.17385,10,0.34836,2
2024-03-01,GA,GA_SAL,199323.47,200000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-676.53,676.53,True,-0.00338,True,,,,,11327.75,0.06026,2024,3,573588.37,575000.0,-1411.63,1411.63,583.49,-0.05868,8,1.15945,1
2024-04-01,GA,GA_SAL,200417.89,200000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,417.89,-417.89,False,0.00209,True,,,,,1094.42,0.00549,2024,4,774006.26,775000.0,-993.74,993.74,-1332.85,0.39355,10,0.31353,2
2024-05-01,GA,GA_SAL,203518.64,200000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,3518.64,-3518.64,False,0.01759,True,,,,,3100.75,0.01547,2024,5,977524.9,975000.0,2524.9,-2524.9,-3784.8,5.13116,5,0.92968,1
2024-06-01,GA,GA_SAL,201266.97,200000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,1266.97,-1266.97,False,0.00633,True,,,,,-2251.67,-0.01106,2024,6,1178791.87,1175000.0,3791.87,-3791.87,-2156.93,-0.23046,6,0.5874,1
2024-07-01,GA,GA_SAL,212203.58,212500.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-296.42,296.42,True,-0.00139,True,,,,,10936.61,0.05434,2024,7,1390995.45,1387500.0,3495.45,-3495.45,258.42,-0.00593,13,1.14705,1
2024-08-01,GA,GA_SAL,214130.77,212500.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,1630.77,-1630.77,False,0.00767,True,,,,,1927.19,0.00908,2024,8,1605126.22,1600000.0,5126.22,-5126.22,408.64,0.04099,12,-3.99073,2
2024-09-01,GA,GA_SAL,214996.52,212500.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,2496.52,-2496.52,False,0.01175,True,,,,,865.75,0.00404,2024,9,1820122.74,1812500.0,7622.74,-7622.74,-1800.0,0.08435,9,1.38696,1
2024-10-01,GA,GA_SAL,213709.68,212500.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,1209.68,-1209.68,False,0.00569,True,,,,,-1286.84,-0.00599,2024,10,2033832.42,2025000.0,8832.42,-8832.42,-1154.8,0.03271,9,1.04752,1
2024-11-01,GA,GA_SAL,226482.06,225000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,1482.06,-1482.06,False,0.00659,True,,,,,12772.38,0.05977,2024,11,2260314.48,2250000.0,10314.48,-10314.48,-3456.13,0.02915,9,0.42882,2
2024-12-01,GA,GA_SAL,227674.16,225000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,2674.16,-2674.16,False,0.01189,True,,,,,1192.1,0.00526,2024,12,2487988.64,2475000.0,12988.64,-12988.64,-1813.97,0.04807,8,1.4742,1
2025-01-01,GA,GA_SAL,227930.61,225000.0,226406.25,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,2930.61,-2930.61,False,0.01302,True,1524.36,-1524.36,0.0,0.00673,256.45,0.00113,2025,1,227930.61,225000.0,2930.61,-2930.61,-3330.06,0.01894,10,0.88005,1
2025-02-01,GA,GA_SAL,227385.99,225000.0,226523.43,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,2385.99,-2385.99,False,0.0106,True,862.56,-862.56,0.0,0.00381,-544.62,-0.00239,2025,2,455316.6,450000.0,5316.6,-5316.6,-2306.58,0.01423,11,1.03443,1
2025-03-01,GA,GA_SAL,240945.36,237500.0,239231.77,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,3445.36,-3445.36,False,0.01451,True,1713.59,-1713.59,0.0,0.00716,13559.37,0.05963,2025,3,696261.96,687500.0,8761.96,-8761.96,-2836.88,0.01577,11,1.21449,1
2025-04-01,GA,GA_SAL,241655.84,237500.0,239355.48,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,4155.84,-4155.84,False,0.0175,True,2300.36,-2300.36,0.0,0.00961,710.48,0.00295,2025,4,937917.8,925000.0,12917.8,-12917.8,-1950.53,0.01868,10,2.13062,1
2025-05-01,GA,GA_SAL,241491.01,237500.0,239479.17,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,3991.01,-3991.01,False,0.0168,True,2011.84,-2011.84,0.0,0.0084,-164.83,-0.00068,2025,5,1179408.81,1162500.0,16908.81,-16908.81,-3796.78,0.02009,10,1.05116,1
2025-06-01,GA,GA_SAL,241560.09,237500.0,239602.86,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,4060.09,-4060.09,False,0.0171,True,1957.23,-1957.23,0.0,0.00817,69.08,0.00029,2025,6,1420968.9,1400000.0,20968.9,-20968.9,-117376.29,0.01189,12,0.03459,2
2025-07-01,GA,GA_SAL,255043.55,250000.0,252343.75,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,5043.55,-5043.55,False,0.02017,True,2699.8,-2699.8,0.0,0.0107,13483.46,0.05582,2025,7,1676012.45,1650000.0,26012.45,-26012.45,-118866.58,0.01343,11,0.04243,2
2025-08-01,GA,GA_SAL,254649.98,250000.0,252473.97,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,4649.98,-4649.98,False,0.0186,True,2176.01,-2176.01,0.0,0.00862,-393.57,-0.00154,2025,8,1930662.43,1900000.0,30662.43,-30662.43,-4623.63,0.01724,10,1.0057,1
2025-09-01,GA,GA_SAL,253793.95,250000.0,252604.17,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,3793.95,-3793.95,False,0.01518,True,1189.78,-1189.78,0.0,0.00471,-856.03,-0.00336,2025,9,2184456.38,2150000.0,34456.38,-34456.38,-3048.64,0.01333,10,1.24447,1
2025-10-01,GA,GA_SAL,256451.8,250000.0,252734.37,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,6451.8,-6451.8,False,0.02581,True,3717.43,-3717.43,0.0,0.01471,2657.85,0.01047,2025,10,2440908.18,2400000.0,40908.18,-40908.18,-6116.42,0.02127,10,1.05483,1
2025-11-01,GA,GA_SAL,270966.92,262500.0,265507.81,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,8466.92,-8466.92,False,0.03225,True,5459.11,-5459.11,0.0,0.02056,14515.12,0.0566,2025,11,2711875.1,2662500.0,49375.1,-49375.1,-9472.3,0.02674,10,0.89386,1
2025-12-01,GA,GA_SAL,270471.86,262500.0,265644.54,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,7971.86,-7971.86,False,0.03037,True,4827.32,-4827.32,0.0,0.01817,-495.06,-0.00183,2025,12,2982346.96,2925000.0,57346.96,-57346.96,-8761.33,0.02366,10,0.90989,1
2024-01-01,GA,GA_SW,30000.0,30000.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,,,2024,1,30000.0,30000.0,0.0,-0.0,1141.1,-0.0,22,-0.0,6
2024-02-01,GA,GA_SW,30100.0,30100.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00333,2024,2,60100.0,60100.0,0.0,-0.0,-1423.02,0.0,22,0.0,6
2024-03-01,GA,GA_SW,30200.0,30200.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00332,2024,3,90300.0,90300.0,0.0,-0.0,583.49,0.0,22,-0.0,6
2024-04-01,GA,GA_SW,30300.0,30300.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00331,2024,4,120600.0,120600.0,0.0,-0.0,-1332.85,0.0,22,0.0,6
2024-05-01,GA,GA_SW,30400.0,30400.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.0033,2024,5,151000.0,151000.0,0.0,-0.0,-3784.8,0.0,22,0.0,6
2024-06-01,GA,GA_SW,30500.0,30500.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00329,2024,6,181500.0,181500.0,0.0,-0.0,-2156.93,-0.0,22,0.0,6
2024-07-01,GA,GA_SW,30600.0,30600.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00328,2024,7,212100.0,212100.0,0.0,-0.0,258.42,0.0,23,-0.0,6
2024-08-01,GA,GA_SW,30700.0,30700.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00327,2024,8,242800.0,242800.0,0.0,-0.0,408.64,0.0,23,-0.0,6
2024-09-01,GA,GA_SW,30800.0,30800.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00326,2024,9,273600.0,273600.0,0.0,-0.0,-1800.0,0.0,23,0.0,6
2024-10-01,GA,GA_SW,30900.0,30900.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00325,2024,10,304500.0,304500.0,0.0,-0.0,-1154.8,0.0,23,0.0,6
2024-11-01,GA,GA_SW,31000.0,31000.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00324,2024,11,335500.0,335500.0,0.0,-0.0,-3456.13,0.0,23,0.0,6
2024-12-01,GA,GA_SW,31100.0,31100.0,,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,100.0,0.00323,2024,12,366600.0,366600.0,0.0,-0.0,-1813.97,0.0,23,0.0,6
2025-01-01,GA,GA_SW,31200.0,31200.0,31200.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00322,2025,1,31200.0,31200.0,0.0,-0.0,-3330.06,0.0,22,0.0,6
2025-02-01,GA,GA_SW,31300.0,31300.0,31300.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00321,2025,2,62500.0,62500.0,0.0,-0.0,-2306.58,0.0,22,0.0,6
2025-03-01,GA,GA_SW,31400.0,31400.0,31400.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00319,2025,3,93900.0,93900.0,0.0,-0.0,-2836.88,0.0,22,0.0,6
2025-04-01,GA,GA_SW,31500.0,31500.0,31500.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00318,2025,4,125400.0,125400.0,0.0,-0.0,-1950.53,0.0,22,0.0,6
2025-05-01,GA,GA_SW,31600.0,31600.0,31600.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00317,2025,5,157000.0,157000.0,0.0,-0.0,-3796.78,0.0,22,0.0,6
2025-06-01,GA,GA_SW,31700.0,31700.0,31700.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00316,2025,6,188700.0,188700.0,0.0,-0.0,-117376.29,0.0,22,0.0,6
2025-07-01,GA,GA_SW,31800.0,31800.0,31800.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00315,2025,7,220500.0,220500.0,0.0,-0.0,-118866.58,0.0,22,0.0,6
2025-08-01,GA,GA_SW,31900.0,31900.0,31900.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00314,2025,8,252400.0,252400.0,0.0,-0.0,-4623.63,0.0,22,0.0,6
2025-09-01,GA,GA_SW,32000.0,32000.0,32000.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00313,2025,9,284400.0,284400.0,0.0,-0.0,-3048.64,0.0,22,0.0,6
2025-10-01,GA,GA_SW,32100.0,32100.0,32100.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00312,2025,10,316500.0,316500.0,0.0,-0.0,-6116.42,0.0,22,0.0,6
2025-11-01,GA,GA_SW,32200.0,32200.0,32200.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00312,2025,11,348700.0,348700.0,0.0,-0.0,-9472.3,0.0,22,0.0,6
2025-12-01,GA,GA_SW,32300.0,32300.0,32300.0,Accounting / Finance Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,100.0,0.00311,2025,12,381000.0,381000.0,0.0,-0.0,-8761.33,0.0,22,0.0,6
2024-01-01,RND,RND_CLOUD,60101.02,60000.0,,Cloud Development Tools,Software,Operating Expenses,lower,0,0,1,1,-1,101.02,-101.02,False,0.00168,True,,,,,,,2024,1,60101.02,60000.0,101.02,-101.02,175.63,-0.01474,12,-0.57519,3
2024-02-01,RND,RND_CLOUD,61368.68,60400.0,,Cloud Development Tools,Software,Operating Expenses,lower,0,0,1,1,-1,968.68,-968.68,False,0.01604,True,,,,,1267.66,0.02109,2024,2,121469.7,120400.0,1069.7,-1069.7,-3399.3,0.33972,6,0.28496,2
2024-03-01,RND,RND_CLOUD,60936.44,60800.0,,Cloud Development Tools,Software,Operating Expenses,lower,0,0,1,1,-1,136.44,-136.44,False,0.00224,True,,,,,-432.24,-0.00704,2024,3,182406.14,181200.0,1206.14,-1206.14,-8793.49,0.01183,12,0.01552,3
2024-04-01,RND,RND_CLOUD,62963.23,61200.0,,Cloud Development Tools,Software,Operating Expenses,lower,0,0,1,1,-1,1763.23,-1763.23,False,0.02881,True,,,,,2026.79,0.03326,2024,4,245369.37,242400.0,2969.37,-2969.37,-5811.15,1.66051,6,0.30342,2
2024-05-01,RND,RND_CLOUD,61140.66,61600.0,,Cloud Development Tools,Software,Operating Expenses,lower,0,0,1,1,-1,-459.34,459.34,True,-0.00746,True,,,,,-1822.57,-0.02895,2024,5,306510.03,304000.0,2510.03,-2510.03,-1180.92,-0.66985,10,-0.38897,3
